Student_ID,Age,Gender,Branch,Year_of_Study,Commute_Mode,Commute_Time_mins,Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Part_Time_Job,Extracurricular_Activities,Peer_Learning,Mentorship_Available,Financial_Status,Previous_Semester_SGPA,Stress_Level,Number_of_KTs,Has_KT,Cleared_in_First_Attempt
MU09378,23,Male,Computer Engineering,Final Year,Local Train,88,100,2.2,5.9,6.8,No,No,Yes,No,Upper Middle Class,5.81,Low,0,No,Yes
MU09379,24,Female,Electronics & Telecom (EXTC),Second Year,Walking,17,79,1.7,3.8,5.9,No,No,Yes,No,Upper Middle Class,5.31,Medium,2,Yes,No
MU09380,22,Male,Electronics & Telecom (EXTC),Third Year,Bus,43,74,2.8,4.5,6.0,No,No,No,No,Middle Class,4.35,Medium,2,Yes,No
MU09381,24,Male,Mechanical Engineering,Third Year,Local Train,135,69,,3.5,6.2,No,Yes,Yes,No,Middle Class,5.61,High,3,Yes,No
MU09382,18,Male,Artificial Intelligence & Data Science,Final Year,Local Train,92,85,4.0,3.2,5.7,No,Yes,No,Yes,Upper Middle Class,7.16,Low,1,Yes,No
MU09383,18,Male,Artificial Intelligence & Data Science,Third Year,Two-Wheeler,43,50,2.2,3.0,5.4,No,No,Yes,No,Lower Middle Class,6.14,High,3,Yes,No
MU09384,19,Male,Information Technology,First Year,Bus,94,86,1.4,3.6,6.7,No,Yes,Yes,Yes,Lower Middle Class,5.34,Low,0,No,Yes
MU09385,20,Male,Computer Engineering,Second Year,Two-Wheeler,57,64,2.5,5.3,7.0,No,No,No,No,Upper Middle Class,5.82,Medium,3,Yes,No
MU09386,22,Female,Computer Engineering,Final Year,Two-Wheeler,19,79,3.1,5.3,5.9,No,No,Yes,Yes,Upper Middle Class,6.43,Low,0,No,Yes
MU09387,19,Female,Computer Engineering,Third Year,Local Train,126,72,0.0,4.9,5.5,Yes,Yes,No,No,Lower Middle Class,3.5,High,6,Yes,No
MU09388,20,Male,Information Technology,First Year,Walking,31,80,2.8,3.7,6.3,Yes,Yes,Yes,Yes,Middle Class,6.82,Low,0,No,Yes
MU09389,21,Male,Artificial Intelligence & Data Science,Second Year,Bus,25,82,1.3,4.6,6.0,No,No,No,No,Upper Middle Class,5.36,High,3,Yes,No
MU09390,21,Male,Information Technology,Second Year,Local Train,135,74,2.5,2.8,4.2,No,No,Yes,Yes,Middle Class,5.72,High,3,Yes,No
MU09391,20,Female,Electronics & Telecom (EXTC),Final Year,Bus,48,73,2.4,5.2,7.4,No,No,No,No,Upper Middle Class,5.24,Low,2,Yes,No
MU09392,18,Other,Computer Engineering,Third Year,Local Train,112,63,2.0,5.2,5.2,Yes,Yes,Yes,Yes,Middle Class,4.69,High,4,Yes,No
MU09393,18,Male,Electronics & Telecom (EXTC),Third Year,Bus,49,70,2.3,3.3,7.2,Yes,No,Yes,Yes,Upper Middle Class,5.22,Medium,4,Yes,No
MU09394,21,Female,Artificial Intelligence & Data Science,Second Year,Two-Wheeler,74,58,4.7,2.3,7.3,No,No,Yes,Yes,Middle Class,6.26,Low,0,No,Yes
MU09395,18,Male,Civil Engineering,First Year,Two-Wheeler,43,52,2.5,2.7,4.7,Yes,No,No,Yes,Upper Middle Class,5.08,Medium,2,Yes,No
MU09396,24,Male,Computer Engineering,First Year,Bus,78,45,7.6,1.4,9.2,No,Yes,No,No,Upper Middle Class,5.96,Low,1,Yes,No
MU09397,18,Male,Artificial Intelligence & Data Science,Second Year,Two-Wheeler,42,81,2.1,2.8,4.1,No,Yes,No,No,Middle Class,,Medium,1,Yes,No
MU09398,20,Male,Information Technology,First Year,Local Train,58,54,1.2,1.3,6.6,No,No,Yes,Yes,Wealthy,6.66,Low,2,Yes,No
MU09399,23,Male,Mechanical Engineering,First Year,Bus,58,78,4.5,2.0,9.0,No,Yes,Yes,Yes,Middle Class,7.58,Low,1,Yes,No
MU09400,20,Male,Computer Engineering,Second Year,Two-Wheeler,18,71,1.5,4.1,5.5,No,Yes,Yes,No,Middle Class,6.16,Low,0,No,Yes
MU09401,18,Female,Mechanical Engineering,Third Year,Local Train,98,52,2.2,2.6,8.5,No,No,Yes,Yes,Upper Middle Class,5.29,Medium,3,Yes,No
MU09402,20,Male,Computer Engineering,First Year,Local Train,83,45,0.0,1.7,7.2,No,No,Yes,No,Middle Class,5.09,High,4,Yes,No
MU09403,22,Male,Mechanical Engineering,Second Year,Two-Wheeler,19,75,2.6,3.5,6.5,Yes,No,Yes,No,Lower Middle Class,6.26,Low,1,Yes,No
MU09404,21,Male,Mechanical Engineering,Final Year,Local Train,76,53,6.2,3.6,6.0,No,Yes,No,No,Lower Middle Class,5.49,Low,0,No,Yes
MU09405,23,Male,Computer Engineering,Second Year,Auto/Cab,10,73,3.7,1.0,7.7,No,No,Yes,No,Middle Class,7.01,Low,0,No,Yes
MU09406,22,Male,Artificial Intelligence & Data Science,Second Year,Local Train,76,78,2.8,4.2,7.3,Yes,Yes,No,Yes,Middle Class,6.19,Medium,2,Yes,No
MU09407,22,Male,Computer Engineering,Final Year,Bus,56,53,2.1,4.2,6.1,No,No,Yes,No,Upper Middle Class,5.3,Medium,1,Yes,No
MU09408,18,Male,Artificial Intelligence & Data Science,Third Year,Bus,74,49,0.9,1.1,5.6,No,No,Yes,Yes,Wealthy,5.17,Medium,2,Yes,No
MU09409,18,Male,Information Technology,Final Year,Local Train,63,67,6.1,6.4,4.3,No,No,Yes,Yes,Upper Middle Class,6.18,Low,0,No,Yes
MU09410,22,Male,Civil Engineering,Second Year,Two-Wheeler,27,65,0.0,6.3,8.1,No,Yes,Yes,No,Upper Middle Class,5.43,High,4,Yes,No
MU09411,22,Male,Mechanical Engineering,Final Year,Bus,66,59,4.3,5.6,5.2,No,No,No,Yes,Middle Class,6.26,Medium,2,Yes,No
MU09412,19,Female,Computer Engineering,First Year,Local Train,91,39,2.9,2.1,6.1,No,No,No,No,Lower Middle Class,5.98,Medium,3,Yes,No
MU09413,19,Female,Information Technology,Final Year,Two-Wheeler,51,85,3.4,0.9,5.6,No,Yes,Yes,No,Middle Class,5.76,Low,0,No,Yes
MU09414,24,Male,Electronics & Telecom (EXTC),Final Year,Bus,55,68,5.5,1.9,5.4,No,No,Yes,No,Middle Class,6.32,Medium,2,Yes,No
MU09415,21,Male,Electrical Engineering,Third Year,Two-Wheeler,48,78,1.2,5.0,5.7,No,Yes,Yes,No,Middle Class,4.89,High,3,Yes,No
MU09416,22,Male,Artificial Intelligence & Data Science,Third Year,Auto/Cab,10,69,3.7,,8.5,No,No,Yes,No,Lower Middle Class,6.35,Low,0,No,Yes
MU09417,20,Female,Computer Engineering,Final Year,Local Train,67,83,0.9,4.8,4.8,No,Yes,Yes,No,Middle Class,4.78,High,4,Yes,No
MU09418,23,Male,Information Technology,Second Year,Bus,60,66,6.4,4.4,6.8,No,No,Yes,Yes,Lower Middle Class,6.7,Low,0,No,Yes
MU09419,19,Male,Mechanical Engineering,Third Year,Two-Wheeler,38,65,2.8,7.0,7.9,No,No,Yes,Yes,Wealthy,4.43,Low,1,Yes,No
MU09420,18,Male,Electronics & Telecom (EXTC),Final Year,Two-Wheeler,42,57,1.0,6.2,9.2,No,Yes,No,Yes,Middle Class,3.99,Low,1,Yes,No
MU09421,22,Female,Artificial Intelligence & Data Science,First Year,Local Train,116,73,2.6,3.5,5.1,Yes,Yes,No,No,Middle Class,4.45,Medium,2,Yes,No
MU09422,20,Male,Computer Engineering,Final Year,Two-Wheeler,32,64,3.6,4.3,5.6,No,No,No,No,Middle Class,5.22,Medium,2,Yes,No
MU09423,23,Female,Information Technology,Third Year,Bus,66,62,5.6,1.7,4.2,No,Yes,Yes,No,Middle Class,6.61,Low,1,Yes,No
MU09424,20,Male,Mechanical Engineering,Final Year,Local Train,82,44,2.5,1.8,5.6,No,Yes,No,No,Upper Middle Class,4.89,Low,1,Yes,No
MU09425,24,Female,Computer Engineering,First Year,Local Train,103,63,1.9,6.1,7.0,No,Yes,Yes,Yes,Middle Class,4.8,Medium,2,Yes,No
MU09426,20,Female,Civil Engineering,First Year,Local Train,104,76,4.6,2.6,6.3,No,No,No,Yes,Upper Middle Class,5.94,Low,1,Yes,No
MU09427,18,Male,Computer Engineering,Final Year,Two-Wheeler,23,67,3.0,4.9,8.6,No,No,Yes,Yes,Lower Middle Class,4.91,Low,1,Yes,No
MU09428,19,Female,Electronics & Telecom (EXTC),First Year,Local Train,100,78,2.9,1.6,7.7,No,No,Yes,No,Upper Middle Class,,Low,0,No,Yes
MU09429,20,Male,Mechanical Engineering,Third Year,Two-Wheeler,48,54,3.4,1.8,6.0,No,No,Yes,No,Upper Middle Class,6.68,High,3,Yes,No
MU09430,23,Female,Information Technology,Final Year,Local Train,94,61,0.0,6.7,5.0,No,No,Yes,No,Lower Middle Class,4.32,High,4,Yes,No
MU09431,19,Female,Computer Engineering,First Year,Local Train,101,75,2.8,3.5,6.8,No,No,Yes,No,Middle Class,6.15,Medium,3,Yes,No
MU09432,24,Male,Artificial Intelligence & Data Science,Third Year,Auto/Cab,21,69,2.0,3.3,6.3,Yes,Yes,Yes,No,Middle Class,4.74,Low,1,Yes,No
MU09433,24,Female,Artificial Intelligence & Data Science,First Year,Local Train,66,25,1.9,6.0,7.5,No,No,No,No,Middle Class,3.26,High,3,Yes,No
MU09434,21,Male,Artificial Intelligence & Data Science,Second Year,Bus,50,61,3.3,3.4,6.4,Yes,Yes,Yes,No,Upper Middle Class,4.2,High,3,Yes,No
MU09435,18,Male,Artificial Intelligence & Data Science,Second Year,Local Train,95,53,0.0,3.3,7.0,No,No,No,No,Middle Class,3.62,High,3,Yes,No
MU09436,19,Male,Computer Engineering,Third Year,Local Train,87,67,1.3,3.8,6.5,No,Yes,No,Yes,Middle Class,4.58,Low,1,Yes,No
MU09437,24,Female,Computer Engineering,Final Year,Local Train,70,23,3.0,3.6,7.4,Yes,No,No,No,Middle Class,3.74,High,4,Yes,No
MU09438,24,Male,Computer Engineering,First Year,Two-Wheeler,29,73,3.7,3.5,8.6,No,No,No,No,Upper Middle Class,6.32,High,3,Yes,No
MU09439,19,Male,Artificial Intelligence & Data Science,Second Year,Local Train,87,79,2.8,6.0,5.6,Yes,No,Yes,No,Upper Middle Class,4.69,Low,0,No,Yes
MU09440,20,Female,Civil Engineering,Second Year,Two-Wheeler,19,60,1.0,6.0,6.8,No,Yes,No,No,Lower Middle Class,4.22,Low,1,Yes,No
MU09441,23,Male,Mechanical Engineering,Second Year,Bus,50,65,2.4,2.8,4.7,No,No,No,No,Upper Middle Class,4.74,Medium,3,Yes,No
MU09442,20,Male,Artificial Intelligence & Data Science,Second Year,Local Train,127,59,4.4,2.2,7.6,No,No,Yes,No,Upper Middle Class,6.11,High,4,Yes,No
MU09443,23,Male,Electronics & Telecom (EXTC),Final Year,Two-Wheeler,44,93,4.6,0.3,5.9,No,Yes,Yes,No,Lower Middle Class,6.71,Low,0,No,Yes
MU09444,24,Male,Computer Engineering,Final Year,Local Train,76,89,2.2,2.7,8.2,No,No,Yes,No,Upper Middle Class,7.24,Low,1,Yes,No
MU09445,24,Male,Computer Engineering,First Year,Auto/Cab,15,87,1.1,2.2,6.1,No,No,Yes,No,Wealthy,6.44,Low,0,No,Yes
MU09446,18,Male,Computer Engineering,Third Year,Two-Wheeler,76,98,5.6,5.4,7.6,No,No,Yes,No,Middle Class,6.45,Low,0,No,Yes
MU09447,19,Female,Information Technology,Third Year,Local Train,88,89,6.8,4.1,6.6,No,Yes,No,Yes,Upper Middle Class,7.26,Low,1,Yes,No
MU09448,22,Female,Information Technology,Final Year,Local Train,106,62,3.7,4.7,4.3,No,No,No,Yes,Lower Middle Class,5.84,Medium,2,Yes,No
MU09449,24,Male,Civil Engineering,First Year,Local Train,68,71,2.9,3.6,5.7,No,No,No,No,Upper Middle Class,5.23,Low,0,No,Yes
MU09450,23,Male,Computer Engineering,Final Year,Local Train,104,78,1.1,2.6,6.4,Yes,Yes,No,No,Middle Class,4.33,Medium,3,Yes,No
MU09451,23,Male,Civil Engineering,Final Year,Local Train,48,74,3.3,1.9,5.8,No,No,No,No,Middle Class,6.02,Medium,2,Yes,No
MU09452,20,Female,Electronics & Telecom (EXTC),Final Year,Walking,16,48,3.0,2.0,8.1,No,No,No,No,Middle Class,5.43,Low,0,No,Yes
MU09453,20,Male,Artificial Intelligence & Data Science,Third Year,Local Train,81,80,1.7,3.0,8.7,No,Yes,No,No,Upper Middle Class,5.29,High,2,Yes,No
MU09454,24,Male,Civil Engineering,Second Year,Bus,16,77,1.8,3.5,6.1,No,Yes,Yes,No,Middle Class,5.46,High,3,Yes,No
MU09455,24,Female,Artificial Intelligence & Data Science,Third Year,Bus,69,78,1.9,5.0,6.7,No,No,Yes,No,Lower Middle Class,4.65,Low,1,Yes,No
MU09456,21,Male,Information Technology,Second Year,Bus,49,74,4.8,2.3,4.7,No,No,No,No,Middle Class,7.35,Low,0,No,Yes
MU09457,23,Male,Computer Engineering,Second Year,Local Train,114,69,3.6,3.1,6.4,Yes,Yes,Yes,No,Lower Middle Class,5.04,Medium,1,Yes,No
MU09458,18,Female,Electronics & Telecom (EXTC),Second Year,Local Train,82,79,4.8,5.0,7.9,No,Yes,Yes,No,Middle Class,7.54,Low,2,Yes,No
MU09459,19,Female,Computer Engineering,Second Year,Local Train,60,39,2.7,3.2,5.7,No,No,Yes,No,Middle Class,5.57,Low,2,Yes,No
MU09460,19,Male,Electronics & Telecom (EXTC),Second Year,Local Train,105,77,3.4,4.2,6.1,Yes,No,Yes,Yes,Middle Class,4.84,Medium,3,Yes,No
MU09461,19,Female,Information Technology,First Year,Local Train,85,85,2.6,5.7,3.9,No,No,Yes,No,Lower Middle Class,5.23,Medium,1,Yes,No
MU09462,23,Male,Electronics & Telecom (EXTC),Second Year,Bus,60,95,1.0,4.5,5.9,No,No,Yes,Yes,Middle Class,5.35,Low,1,Yes,No
MU09463,20,Female,Artificial Intelligence & Data Science,Second Year,Local Train,105,78,3.7,2.9,3.7,Yes,No,No,No,Middle Class,4.33,Medium,1,Yes,No
MU09464,18,Male,Information Technology,First Year,Two-Wheeler,43,56,1.9,4.2,4.6,No,No,No,No,Upper Middle Class,4.83,Medium,1,Yes,No
MU09465,19,Female,Artificial Intelligence & Data Science,Final Year,Local Train,70,62,3.6,4.6,8.8,No,Yes,Yes,No,Upper Middle Class,6.33,Low,1,Yes,No
MU09466,23,Female,Computer Engineering,Third Year,Bus,25,77,0.5,3.6,5.8,No,No,Yes,Yes,Upper Middle Class,6.5,Low,1,Yes,No
MU09467,22,Female,Computer Engineering,Final Year,Bus,40,76,4.2,5.0,7.9,No,No,Yes,Yes,Middle Class,6.5,Low,0,No,Yes
MU09468,24,Female,Electronics & Telecom (EXTC),First Year,Local Train,84,54,3.7,5.3,6.0,No,No,Yes,No,Upper Middle Class,5.97,Low,0,No,Yes
MU09469,21,Male,Electrical Engineering,Final Year,Local Train,89,72,1.6,3.6,5.8,No,Yes,Yes,No,Middle Class,4.76,Low,0,No,Yes
MU09470,21,Male,Civil Engineering,Final Year,Local Train,133,67,3.2,5.7,7.3,No,Yes,No,No,Upper Middle Class,5.11,Medium,1,Yes,No
MU09471,19,Male,Civil Engineering,Second Year,Bus,101,65,3.0,1.9,7.1,No,No,Yes,No,Lower Middle Class,5.05,Low,1,Yes,No
MU09472,20,Female,Information Technology,Second Year,Two-Wheeler,38,71,5.9,3.5,,Yes,No,No,No,Lower Middle Class,6.01,Medium,3,Yes,No
MU09473,21,Female,Computer Engineering,Third Year,Auto/Cab,24,70,2.5,1.9,5.4,No,No,No,No,Middle Class,6.49,Low,0,No,Yes
MU09474,21,Male,Computer Engineering,Third Year,Local Train,76,93,3.2,,5.3,No,Yes,Yes,No,Upper Middle Class,5.87,Low,0,No,Yes
MU09475,21,Female,Information Technology,First Year,Walking,13,40,1.1,5.8,7.8,No,No,Yes,No,Upper Middle Class,,High,4,Yes,No
MU09476,21,Female,Artificial Intelligence & Data Science,Final Year,Bus,55,69,3.4,1.9,8.1,No,No,Yes,No,Lower Middle Class,5.67,Low,0,No,Yes
MU09477,19,Female,Artificial Intelligence & Data Science,Second Year,Local Train,71,70,4.6,2.3,7.5,No,No,Yes,Yes,Wealthy,5.65,Low,0,No,Yes
MU09478,23,Female,Computer Engineering,Final Year,Local Train,67,42,4.5,6.1,6.6,No,Yes,Yes,Yes,Middle Class,5.92,High,2,Yes,No
MU09479,18,Male,Civil Engineering,Second Year,Local Train,73,80,3.2,2.7,6.1,No,No,Yes,No,Middle Class,4.87,Low,0,No,Yes
MU09480,18,Male,Electronics & Telecom (EXTC),Second Year,Bus,46,82,3.3,5.9,7.0,No,No,No,No,Middle Class,,Medium,1,Yes,No
MU09481,20,Male,Computer Engineering,First Year,Walking,20,46,3.5,3.1,7.0,No,No,Yes,No,Upper Middle Class,4.29,Medium,3,Yes,No
MU09482,23,Male,Information Technology,Second Year,Local Train,94,81,3.5,4.5,5.9,No,No,No,No,Middle Class,4.9,Low,1,Yes,No
MU09483,24,Female,Electronics & Telecom (EXTC),Final Year,Local Train,55,57,3.3,2.2,5.8,No,No,Yes,No,Wealthy,5.52,High,2,Yes,No
MU09484,22,Female,Mechanical Engineering,Third Year,Local Train,100,75,0.2,3.8,6.7,No,No,No,Yes,Upper Middle Class,5.44,Medium,2,Yes,No
MU09485,18,Female,Information Technology,Final Year,Local Train,87,73,4.1,0.0,7.3,No,No,No,No,Middle Class,5.96,Low,1,Yes,No
MU09486,22,Female,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,36,73,3.1,3.5,5.4,No,Yes,Yes,No,Upper Middle Class,6.22,Medium,1,Yes,No
MU09487,18,Male,Electronics & Telecom (EXTC),First Year,Local Train,99,38,2.6,2.2,7.5,Yes,No,No,No,Middle Class,3.85,High,7,Yes,No
MU09488,18,Male,Computer Engineering,First Year,Local Train,135,44,0.9,1.8,6.4,No,No,No,No,Middle Class,3.01,High,7,Yes,No
MU09489,20,Male,Information Technology,Final Year,Walking,18,73,4.2,3.2,6.0,Yes,No,No,No,Middle Class,6.03,Medium,2,Yes,No
MU09490,21,Male,Civil Engineering,Third Year,Local Train,62,77,6.0,0.5,7.1,No,No,No,Yes,Upper Middle Class,6.27,Low,0,No,Yes
MU09491,20,Male,Mechanical Engineering,Third Year,Local Train,105,56,4.8,3.4,6.7,No,No,No,Yes,Lower Middle Class,6.15,Medium,1,Yes,No
MU09492,18,Male,Civil Engineering,Second Year,Bus,70,90,,5.3,4.2,Yes,No,No,No,Upper Middle Class,4.94,Medium,2,Yes,No
MU09493,23,Male,Information Technology,Final Year,Local Train,97,60,0.4,2.0,8.3,Yes,Yes,No,No,Lower Middle Class,4.89,Medium,2,Yes,No
MU09494,21,Male,Information Technology,Third Year,Two-Wheeler,39,64,0.9,2.9,6.1,No,No,Yes,No,Wealthy,5.42,Low,1,Yes,No
MU09495,23,Female,Information Technology,Final Year,Bus,38,67,3.0,3.0,6.7,Yes,No,Yes,Yes,Middle Class,5.37,Medium,2,Yes,No
MU09496,23,Male,Computer Engineering,Final Year,Local Train,55,73,3.7,5.1,7.1,No,No,Yes,Yes,Wealthy,6.23,Low,0,No,Yes
MU09497,23,Male,Mechanical Engineering,Third Year,Local Train,78,68,4.4,3.8,6.3,No,No,No,No,Middle Class,5.04,Low,0,No,Yes
MU09498,21,Male,Information Technology,Third Year,Two-Wheeler,24,65,3.3,2.8,5.3,No,No,No,No,Middle Class,6.46,Low,0,No,Yes
MU09499,23,Female,Information Technology,Second Year,Local Train,114,68,1.8,2.7,7.2,No,Yes,No,Yes,Middle Class,5.1,Low,0,No,Yes
MU09500,21,Male,Information Technology,First Year,Auto/Cab,10,73,3.1,3.8,6.6,No,No,No,No,Upper Middle Class,5.15,Low,1,Yes,No
MU09501,22,Male,Electronics & Telecom (EXTC),Third Year,Local Train,88,73,2.0,4.3,8.1,Yes,No,Yes,No,Middle Class,5.61,Low,1,Yes,No
MU09502,24,Female,Civil Engineering,First Year,Two-Wheeler,37,74,3.6,4.2,5.1,No,No,No,No,Middle Class,5.32,Low,1,Yes,No
MU09503,18,Male,Electrical Engineering,Final Year,Two-Wheeler,48,69,4.4,5.0,6.5,Yes,No,Yes,Yes,Upper Middle Class,4.99,Low,0,No,Yes
MU09504,19,Female,Electrical Engineering,Third Year,Local Train,111,80,2.3,4.9,6.2,No,No,No,No,Middle Class,5.31,High,3,Yes,No
MU09505,23,Male,Mechanical Engineering,Final Year,Local Train,66,72,3.4,2.6,9.5,No,No,Yes,No,Lower Middle Class,5.95,Low,1,Yes,No
MU09506,20,Male,Information Technology,Second Year,Bus,85,74,2.8,6.2,5.4,No,No,Yes,No,Lower Middle Class,4.83,Medium,1,Yes,No
MU09507,22,Male,Civil Engineering,Final Year,Local Train,58,75,2.5,5.7,6.3,No,No,Yes,No,Middle Class,6.43,High,3,Yes,No
MU09508,20,Female,Computer Engineering,Third Year,Bus,77,79,2.1,5.7,6.7,No,Yes,Yes,No,Lower Middle Class,5.61,Medium,3,Yes,No
MU09509,19,Male,Civil Engineering,Final Year,Local Train,107,82,4.0,7.0,7.2,No,Yes,Yes,Yes,Middle Class,5.65,Low,0,No,Yes
MU09510,21,Male,Civil Engineering,First Year,Bus,23,68,4.6,4.8,4.3,Yes,Yes,Yes,No,Lower Middle Class,5.75,Medium,2,Yes,No
MU09511,19,Male,Mechanical Engineering,Third Year,Local Train,58,78,3.7,6.0,6.6,No,No,No,No,Upper Middle Class,5.16,Medium,2,Yes,No
MU09512,20,Male,Computer Engineering,Third Year,Local Train,117,87,3.5,2.1,6.4,No,Yes,Yes,No,Middle Class,6.4,Low,0,No,Yes
MU09513,19,Male,Artificial Intelligence & Data Science,Second Year,Local Train,94,56,3.2,4.3,6.5,No,Yes,No,Yes,Upper Middle Class,4.81,Low,0,No,Yes
MU09514,18,Female,Civil Engineering,Second Year,Local Train,91,69,1.6,2.9,8.1,No,No,Yes,No,Middle Class,5.36,Medium,2,Yes,No
MU09515,19,Female,Civil Engineering,Final Year,Walking,10,64,5.2,3.5,6.0,Yes,No,Yes,No,Middle Class,6.02,Low,0,No,Yes
MU09516,23,Male,Computer Engineering,First Year,Local Train,84,88,2.9,5.3,6.8,No,No,Yes,No,Middle Class,5.26,Medium,1,Yes,No
MU09517,18,Male,Information Technology,First Year,Local Train,69,51,2.8,0.0,5.9,No,Yes,Yes,No,Wealthy,5.46,Low,2,Yes,No
MU09518,23,Female,Computer Engineering,Second Year,Bus,35,60,4.2,3.4,6.4,No,Yes,No,No,Middle Class,6.99,Medium,2,Yes,No
MU09519,24,Male,Information Technology,Final Year,Local Train,110,89,3.0,2.4,6.6,No,No,No,Yes,Upper Middle Class,6.99,Low,1,Yes,No
MU09520,24,Male,Electronics & Telecom (EXTC),Third Year,Two-Wheeler,40,72,2.9,4.2,7.3,No,Yes,Yes,Yes,Upper Middle Class,6.46,Low,1,Yes,No
MU09521,19,Male,Artificial Intelligence & Data Science,Second Year,Local Train,64,76,1.4,0.8,4.5,No,No,Yes,No,Middle Class,6.31,High,3,Yes,No
MU09522,18,Female,Information Technology,Second Year,Walking,12,66,1.8,1.9,9.0,No,Yes,Yes,No,Middle Class,6.36,Low,0,No,Yes
MU09523,18,Female,Mechanical Engineering,Final Year,Local Train,93,75,2.7,3.7,6.3,No,No,No,Yes,Upper Middle Class,6.11,Low,1,Yes,No
MU09524,24,Female,Computer Engineering,First Year,Local Train,103,68,4.9,1.2,4.0,No,No,Yes,Yes,Upper Middle Class,5.81,Medium,1,Yes,No
MU09525,19,Male,Information Technology,First Year,Two-Wheeler,51,53,1.3,5.4,8.8,No,Yes,No,Yes,Lower Middle Class,4.65,Medium,3,Yes,No
MU09526,22,Male,Artificial Intelligence & Data Science,First Year,Bus,70,91,1.3,2.5,6.7,Yes,Yes,No,No,Wealthy,6.25,Low,1,Yes,No
MU09527,21,Female,Civil Engineering,Second Year,Bus,59,70,1.7,3.0,6.8,No,No,Yes,No,Upper Middle Class,5.26,Medium,2,Yes,No
MU09528,21,Male,Electronics & Telecom (EXTC),Third Year,Local Train,64,73,4.0,6.8,5.1,No,No,No,No,Middle Class,5.16,Medium,2,Yes,No
MU09529,21,Other,Information Technology,Third Year,Local Train,100,65,2.6,,4.3,No,No,Yes,No,Upper Middle Class,5.63,Medium,2,Yes,No
MU09530,18,Female,Information Technology,Third Year,Local Train,60,92,1.7,6.3,7.8,No,Yes,No,Yes,Middle Class,6.24,High,3,Yes,No
MU09531,24,Male,Computer Engineering,First Year,Local Train,93,78,4.0,4.3,7.3,No,No,Yes,No,Lower Middle Class,6.85,Low,1,Yes,No
MU09532,21,Female,Information Technology,Second Year,Local Train,85,66,1.6,4.1,7.0,Yes,Yes,Yes,No,Middle Class,4.92,High,3,Yes,No
MU09533,24,Male,Computer Engineering,First Year,Two-Wheeler,51,73,3.1,,5.1,No,No,Yes,Yes,Middle Class,4.34,Low,0,No,Yes
MU09534,18,Female,Civil Engineering,First Year,Two-Wheeler,50,56,1.0,5.5,5.7,No,No,Yes,No,Middle Class,5.05,High,4,Yes,No
MU09535,24,Male,Computer Engineering,First Year,Walking,25,68,5.1,3.4,9.0,No,No,No,No,Upper Middle Class,6.01,Low,1,Yes,No
MU09536,22,Male,Computer Engineering,Third Year,Bus,69,62,4.7,5.0,4.9,No,No,Yes,No,Upper Middle Class,5.56,Medium,2,Yes,No
MU09537,19,Female,Mechanical Engineering,Second Year,Local Train,87,48,3.0,4.0,4.7,No,Yes,No,Yes,Upper Middle Class,5.39,Low,2,Yes,No
MU09538,24,Female,Artificial Intelligence & Data Science,Final Year,Local Train,136,71,5.4,0.4,6.9,No,Yes,Yes,No,Middle Class,6.3,Low,0,No,Yes
MU09539,24,Male,Artificial Intelligence & Data Science,Third Year,Two-Wheeler,48,64,2.1,4.9,6.9,No,Yes,Yes,No,Middle Class,5.78,Low,1,Yes,No
MU09540,19,Female,Electrical Engineering,First Year,Local Train,134,92,1.3,5.8,6.3,No,No,Yes,No,Upper Middle Class,6.09,High,3,Yes,No
MU09541,18,Male,Computer Engineering,Second Year,Bus,81,47,5.3,2.3,6.5,No,No,No,No,Middle Class,6.47,Low,0,No,Yes
MU09542,18,Male,Information Technology,Third Year,Local Train,77,63,1.5,3.9,5.5,No,No,Yes,No,Middle Class,4.92,Medium,1,Yes,No
MU09543,24,Male,Artificial Intelligence & Data Science,Final Year,Local Train,73,74,2.9,4.9,3.7,No,Yes,No,Yes,Middle Class,5.68,Medium,1,Yes,No
MU09544,22,Male,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,47,83,6.5,5.0,5.9,No,No,No,No,Middle Class,6.98,Low,0,No,Yes
MU09545,21,Male,Mechanical Engineering,Second Year,Bus,36,63,1.9,1.1,5.5,No,Yes,Yes,Yes,Middle Class,6.33,Low,1,Yes,No
MU09546,22,Male,Information Technology,Third Year,Auto/Cab,16,100,2.9,4.9,8.5,No,Yes,Yes,No,Upper Middle Class,6.16,Low,0,No,Yes
MU09547,19,Male,Computer Engineering,Second Year,Local Train,69,64,4.5,2.5,7.5,Yes,No,Yes,No,Upper Middle Class,5.39,Medium,3,Yes,No
MU09548,19,Male,Artificial Intelligence & Data Science,Third Year,Local Train,89,54,,2.9,6.5,Yes,No,Yes,No,Wealthy,4.56,Medium,2,Yes,No
MU09549,23,Male,Computer Engineering,Final Year,Local Train,26,68,1.1,5.5,4.8,Yes,Yes,Yes,No,Middle Class,3.54,Low,0,No,Yes
MU09550,21,Female,Mechanical Engineering,Third Year,Local Train,154,97,4.4,6.3,4.0,No,No,No,Yes,Middle Class,5.91,Low,0,No,Yes
